#DataThief /Users/beatrice/repos/test_thief.png Friday 21-Jan-2022 11:53:14 AM
0.3455, 0.9152
0.2585, 0.937
0.2125, 0.9395
0.0966, 0.9477
0.0966, 0.9471
0.0966, 0.9464
0.0966, 0.9458
0.0983, 0.9451
0.1, 0.9451
0.579, 0.8178
0.5192, 0.8493
0.4527, 0.8761
0.6402, 0.7872
0.6743, 0.7706
0.608, 0.8039
0.4153, 0.8916
0.5534, 0.8314
0.3813, 0.9031
0.3028, 0.9299
0.1614, 0.9439
0.117, 0.9471
0.4903, 0.8634
0.1205, 0.9471
0.1222, 0.9471
0.1239, 0.9464
0.1239, 0.9458
0.1239, 0.9452
0.1239, 0.9445
0.1222, 0.9445
0.1205, 0.9445
0.7017, 0.7558
