#DataThief /Users/beatrice/repos/projects/communities_modelSd/scripts/exp-datathief/test_thief.png Friday 21-Jan-2022 12:20:06 PM
0.0966, 0.9866
0.0983, 0.9866
0.1, 0.9866
0.1017, 0.9866
0.1034, 0.9866
0.1051, 0.9866
0.1068, 0.9866
0.1085, 0.9866
0.1102, 0.9866
0.1118, 0.9866
0.1136, 0.9866
0.1153, 0.9866
0.117, 0.9872
0.1188, 0.9872
0.1205, 0.9872
0.1222, 0.9872
0.1239, 0.9872
0.1256, 0.9872
0.1273, 0.9872
0.129, 0.9872
0.1307, 0.9872
0.1324, 0.9872
0.1341, 0.9872
0.1358, 0.9872
0.1375, 0.9865
0.1392, 0.9865
0.1409, 0.9859
0.1426, 0.9851
0.1443, 0.9851
0.146, 0.9851
0.1477, 0.9851
0.1494, 0.9851
0.1511, 0.9851
0.1528, 0.9851
0.1545, 0.9851
0.1562, 0.9851
0.158, 0.9846
0.1597, 0.9846
0.1614, 0.9846
0.1631, 0.9845
0.1648, 0.9845
0.1665, 0.9845
0.1682, 0.9845
0.1699, 0.9845
0.1716, 0.9845
0.1733, 0.9845
0.175, 0.9839
0.1767, 0.9839
0.1784, 0.9839
0.1801, 0.9839
0.1818, 0.9839
0.1835, 0.9839
0.1852, 0.9839
0.1869, 0.9839
0.1886, 0.9839
0.1903, 0.9839
0.192, 0.9838
0.1937, 0.9832
0.1955, 0.9832
0.1972, 0.9832
0.1989, 0.9832
0.2006, 0.9832
0.2023, 0.9832
0.204, 0.9832
0.2057, 0.9832
0.2074, 0.9832
0.2091, 0.9832
0.2107, 0.9825
0.2125, 0.9825
0.2142, 0.9825
0.2159, 0.9825
0.2176, 0.9825
0.2193, 0.9825
0.221, 0.9825
0.2227, 0.9825
0.2244, 0.9825
0.2261, 0.9819
0.2278, 0.9819
0.2295, 0.9819
0.2313, 0.9818
0.233, 0.9818
0.2347, 0.9818
0.2364, 0.9818
0.2381, 0.9818
0.2398, 0.9818
0.2415, 0.9818
0.2432, 0.9811
0.2449, 0.9811
0.2466, 0.9811
0.2483, 0.9811
0.25, 0.9811
0.2517, 0.9811
0.2534, 0.9811
0.2551, 0.9811
0.2568, 0.9811
0.2585, 0.9811
0.2602, 0.9805
0.2619, 0.9805
0.2636, 0.9805
0.2652, 0.9805
0.267, 0.9805
0.2687, 0.9805
0.2705, 0.9805
0.2722, 0.9805
0.2739, 0.9805
0.2756, 0.9805
0.2772, 0.9805
0.279, 0.9798
0.2807, 0.9798
0.2824, 0.9798
0.2841, 0.9798
0.2858, 0.9798
0.2875, 0.9798
0.2892, 0.9798
0.2909, 0.9798
0.2926, 0.9792
0.2943, 0.9792
0.296, 0.9792
0.2977, 0.9792
0.2993, 0.9792
0.3011, 0.979
0.3028, 0.979
0.3045, 0.979
0.3063, 0.9785
0.308, 0.9785
0.3096, 0.9785
0.3114, 0.9785
0.3131, 0.9778
0.3148, 0.9778
0.3165, 0.9771
0.3182, 0.9771
0.3199, 0.9766
0.3216, 0.9765
0.3233, 0.9765
0.325, 0.9759
0.3267, 0.9759
0.3284, 0.9752
0.3301, 0.9752
0.3317, 0.9752
0.3335, 0.9746
0.3352, 0.9746
0.3369, 0.9746
0.3386, 0.974
0.3403, 0.974
0.342, 0.9733
0.3437, 0.9733
0.3455, 0.9733
0.3472, 0.9727
0.3489, 0.9727
0.3506, 0.972
0.3523, 0.972
0.354, 0.972
0.3557, 0.9714
0.3574, 0.9714
0.3591, 0.9714
0.3608, 0.9707
0.3625, 0.9707
0.3642, 0.9701
0.3659, 0.9701
0.3676, 0.9701
0.3693, 0.9694
0.371, 0.9694
0.3727, 0.9694
0.3744, 0.9687
0.3761, 0.9687
0.3778, 0.9681
0.3795, 0.9681
0.3813, 0.9681
0.383, 0.9675
0.3847, 0.9675
0.3864, 0.9675
0.3881, 0.9668
0.3898, 0.9668
0.3915, 0.9662
0.3932, 0.9662
0.3949, 0.9662
0.3966, 0.9655
0.3982, 0.9655
0.4, 0.9649
0.4017, 0.9649
0.4034, 0.9649
0.4051, 0.9642
0.4068, 0.9642
0.4085, 0.9642
0.4102, 0.9636
0.4119, 0.9636
0.4136, 0.9628
0.4153, 0.9628
0.417, 0.9628
0.4188, 0.9623
0.4205, 0.9623
